종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"293490","카카오게임즈","1397135890420","15710","88932902","89786911","854009","2025-09"
"323410","카카오뱅크","13674950256100","28700","476479103","477011437","532334","2025-09"
"377300","카카오페이","9109195598000","67400","135151270","135151270","0","2025-09"
"140430","카티스","35392852260","687","51517980","53447539","1929559","2025-09"
"042000","카페24","853489365700","35300","24178169","24253054","74885","2025-09"
"006380","카프로","618528628380","3660","168996893","168999996","3103","2025-09"
"313760","캐리","9673150929","871","11105799","11207186","101387","2025-09"
"317530","캐리소프트","72892810425","4325","16853829","17494882","641053","2025-09"
"071850","캐스텍코리아","36609755442","1509","24260938","24260938","0","2025-09"
"198080","캐프","51684444000","2400","21535185","21535185","0","2025-09"
"210120","캔버스엔","38245185954","1578","24236493","24237478","985","2025-09"
"050110","캠시스","39622245441","541","73238901","73824118","585217","2025-09"
"452300","캡스톤파트너스","49309877400","3480","14169505","14169505","0","2025-09"
"451760","컨텍","289640520670","19570","14800231","15297931","497700","2025-09"
"078340","컴투스","391982972700","36300","10798429","12091313","1292884","2025-09"
"063080","컴투스홀딩스","131701151500","19970","6594950","6595192","242","2025-09"
"307930","컴퍼니케이","126597100000","8110","15610000","15610000","0","2025-09"
"079190","케스피온","13559693040","360","37665814","38355514","689700","2025-09"
"263700","케어랩스","54998940465","2835","19399979","19414200","14221","2025-09"
"214370","케어젠","7335504678400","150100","48870784","53715000","4844216","2025-09"
"221980","케이디켐","39096557640","10440","3744881","4034800","289919","2025-09"
"038530","케이바이오","52897553178","458","115496841","115714347","217506","2025-09"
"001620","케이비아이동국실업","70114609530","630","111293031","111293031","0","2025-09"
"192250","케이사인","70118507500","10250","6840830","7067125","226295","2025-09"
"431190","케이쓰리아이","37057887900","4950","7486442","7486442","0","2025-09"
"029460","케이씨","356863660800","32100","11117248","13231263","2114015","2025-09"
"115500","케이씨에스","112560000000","9380","12000000","12000000","0","2025-09"
"281820","케이씨텍","937111397500","47500","19728661","20690323","961662","2025-09"
"089150","케이씨티","46476500000","2710","17150000","17150000","0","2025-09"
"025880","케이씨피드","43645901040","2765","15785136","16715858","930722","2025-09"
"093320","케이아이엔엑스","615729350100","127300","4836837","4880000","43163","2025-09"
"093640","케이알엠","119892652425","3675","32623851","32623851","0","2025-09"
"073010","케이에스피","170294924500","4250","40069394","40191250","121856","2025-09"
"105330","케이엔더블유","91413521280","5760","15870403","16060028","189625","2025-09"
"053080","케이엔솔","177142640320","13670","12958496","12999807","41311","2025-09"
"199430","케이엔알시스템","372833657700","33900","10998043","10998043","0","2025-09"
"432470","케이엔에스","131047046640","14940","8771556","8771556","0","2025-09"
"272110","케이엔제이","264945416100","33900","7815499","8025395","209896","2025-09"
"039420","케이엘넷","56958120730","2765","20599682","24154730","3555048","2025-09"
"083550","케이엠","45214300215","3735","12105569","12950887","845318","2025-09"
"032500","케이엠더블유","863297627800","20950","41207524","41207524","0","2025-09"
"225430","케이엠제약","13218443214","474","27887011","27887050","39","2025-09"
"102370","케이옥션","105883106100","4090","25888290","27229210","1340920","2025-09"
"068100","케이웨더","30224399130","3105","9734106","9939614","205508","2025-09"
"106080","케이이엠텍","16795053506","583","28807982","28809088","1106","2025-09"
"455180","케이지에이","45917785525","3295","13935595","13958316","22721","2025-09"
"381970","케이카","737683013280","15110","48820848","48820848","0","2025-09"
"036030","케이티알파","246076087820","5020","49019141","49019283","142","2025-09"
"064820","케이프","400256988550","12970","30860215","30901728","41513","2025-09"
"024880","케이피에프","119108607350","6350","18757261","20089673","1332412","2025-09"
"042040","케이피엠테크","33172251130","170","195130889","195145574","14685","2025-09"
"054410","케이피티유","19813496240","3460","5726444","5726444","0","2025-09"
"258610","케일럼","46913202245","1295","36226411","36485063","258652","2025-09"
"274090","켄코아에어로스페이스","349755765000","25800","13556425","13556425","0","2025-09"
"089010","켐트로닉스","525043464000","33000","15910408","16339323","428915","2025-09"
"220260","켐트로스","154303676520","5810","26558292","26558307","15","2025-09"
"052400","코나아이","928429908000","64600","14371980","14563291","191311","2025-09"
"402030","코난테크놀로지","272881238400","21800","12517488","12517488","0","2025-09"
"391710","코닉오토메이션","94824418100","2225","42617716","42620470","2754","2025-09"
"046070","코다코","158832301640","10280","15450613","15486089","35476","2025-09"
"047770","코데즈컴바인","179875219135","4765","37749259","37842602","93343","2025-09"
"080530","코디","55252637272","998","55363364","55510875","147511","2025-09"
"104540","코렌텍","88349463400","6910","12785740","12785740","0","2025-09"
"027050","코리아나","68264000000","2120","32200000","40000000","7800000","2025-09"
"007810","코리아써키트","1419607135100","60100","23620751","23620751","0","2025-09"
"190650","코리아에셋투자증권","67840560000","10620","6388000","6388000","0","2025-09"
"123410","코리아에프티","257529795750","9250","27841059","27841064","5","2025-09"
"003690","코리안리","2484697695860","14060","176721031","194821031","18100000","2025-09"
"036690","코맥스","45885746130","2885","15904938","15904938","0","2025-09"
"049430","코메론","146175699900","16270","8984370","9048000","63630","2025-09"
"183300","코미코","1128103736400","111900","10081356","10460684","379328","2025-09"
"041960","코미팜","612773348550","8490","72175895","73886495","1710600","2025-09"
"089890","코세스","358547737700","22450","15970946","16584962","614016","2025-09"
"360350","코셈","38779318600","7370","5261780","5727970","466190","2025-09"
"082660","코스나인","47827116000","480","99639825","99640869","1044","2025-09"
"192820","코스맥스","2210134957600","194800","11345662","11349509","3847","2025-09"
"044820","코스맥스비티아이","137111939650","14350","9554839","9603921","49082","2025-09"
"222040","코스맥스엔비티","73483538700","3575","20554836","20628000","73164","2025-09"
"241710","코스메카코리아","1082952000000","101400","10680000","10680000","0","2025-09"
"005070","코스모신소재","1764695482800","54300","32498996","32510756","11760","2025-09"
"005420","코스모화학","654112320950","17050","38364359","38408228","43869","2025-09"
"355150","코스텍시스","118335063480","16090","7354572","7797350","442778","2025-09"
"071950","코아스","42404211220","3590","11811758","11813101","1343","2025-09"
"166480","코아스템켐온","163764585030","3405","48095326","52870376","4775050","2025-09"
"045970","코아시아","150480103230","6030","24955241","26314876","1359635","2025-09"
"196450","코아시아씨엠","57949278609","1279","45308271","45319582","11311","2025-09"
"384470","코어라인소프트","69003650385","3845","17946333","17946692","359","2025-09"
"002020","코오롱","827382288000","64100","12907680","12907680","0","2025-09"
"138490","코오롱ENP","441940000000","11630","38000000","38000000","0","2025-09"
"003070","코오롱글로벌","259578562560","10240","25349469","25423959","74490","2025-09"
"102940","코오롱생명과학","778391160000","60100","12951600","12951600","0","2025-09"
"120110","코오롱인더","1700249695800","61800","27512131","27519091","6960","2025-09"
"021240","코웨이","6223610016000","87300","71289920","71909133","619213","2025-09"
"056360","코위버","45496046650","4975","9144934","9796800","651866","2025-09"
"282880","코윈테크","193589698140","17230","11235618","11469370","233752","2025-09"
"121850","코이즈","14671232000","3050","4810240","5056999","246759","2025-09"
"448710","코츠테크놀로지","89555700300","19650","4557542","5285292","727750","2025-09"
"126730","코칩","144470218650","18210","7933565","8503460","569895","2025-09"
"015710","코콤","65478861465","3945","16597937","17530500","932563","2025-09"
"052330","코텍","134721284280","10230","13169236","17761589","4592353","2025-09"
"322780","코퍼스코리아","16337402640","390","41890776","42928639","1037863","2025-09"
"036420","콘텐트리중앙","140609539520","7360","19104557","19262308","157751","2025-09"
"200130","콜마비앤에이치","411974064320","14560","28294922","29415558","1120636","2025-09"
"024720","콜마홀딩스","355652205830","10370","34296259","34296259","0","2025-09"
"294570","쿠콘","343137424200","34150","10047948","10091732","43784","2025-09"
"192400","쿠쿠홀딩스","905934922750","29150","31078385","35562185","4483800","2025-09"
"284740","쿠쿠홈시스","589708594000","26300","22422380","22437330","14950","2025-09"
"464490","쿼드메디슨","200176468950","17650","11341443","11341443",,"자료 없음"
"317690","퀀타매트릭스","82793957190","4130","20046963","20046963","0","2025-09"
"432720","퀄리타스반도체","176816083880","12490","14156612","14156612","0","2025-09"
"365270","큐라클","349083603000","16500","21156582","21156582","0","2025-09"
"348080","큐라티스","79087829798","967","81786794","81786794","0","2025-09"
"060280","큐렉소","716198525700","17430","41089990","41089990","0","2025-09"
"372320","큐로셀","737400228000","51000","14458828","14458828","0","2025-09"
"051780","큐로홀딩스","24121860955","937","25743715","25811245","67530","2025-09"
"115180","큐리언트","1201123239400","32300","37186478","37191867","5389","2025-09"
"494120","큐리오시스","624551524000","82000","7616482","7616482","0","2025-09"
"445680","큐리옥스바이오시스템즈","1902013446300","111100","17119833","17119833","0","2025-09"
"182360","큐브엔터","187772609700","12630","14867190","15549849","682659","2025-09"
"405100","큐알티","207714281040","17780","11682468","12289301","606833","2025-09"
"066310","큐에스아이","75128028780","8260","9095403","9271621","176218","2025-09"
"016600","큐캐피탈","64572408140","370","174520022","178247112","3727090","2025-09"
"355390","크라우드웍스","41266852510","3035","13596986","13603176","6190","2025-09"
"264900","크라운제과","105982610580","8820","12016169","12523850","507681","2025-09"
"005740","크라운해태홀딩스","107295203100","7460","14382735","14847347","464612","2025-09"
"259960","크래프톤","11628071094500","260500","44637509","47403831","2766322","2025-09"
"096240","크레버스","87462146340","10620","8235607","10938180","2702573","2025-09"
"040350","크레오에스지","81069977472","834","97206208","97602661","396453","2025-09"
"110790","크리스에프앤씨","84591014380","4055","20860916","23430960","2570044","2025-09"
"045520","크린앤사이언스","22602315000","3695","6117000","6500000","383000","2025-09"
"214150","클래시스","4540673941000","69500","65333438","65505659","172221","2025-09"
"466100","클로봇","1681970954700","67300","24992139","24992139","0","2025-09"
"237880","클리오","233603224590","13330","17524623","18071353","546730","2025-09"
"139670","키네마스터","30426035550","2155","14118810","14118810","0","2025-09"
"020120","키다리스튜디오","142693289200","3850","37063192","37063766","574","2025-09"
"475430","키스트론","87455739000","4900","17848110","17848110","0","2025-09"
"487720","키움제10호스팩","8840700000","2090","4230000","4230000","0","2025-09"
"489480","키움제11호스팩","13926000000","2110","6600000","6600000","0","2025-09"
"039490","키움증권","12987892395000","495500","26211690","27112147","900457","2025-09"
"466690","키움히어로제1호스팩","10623075000","2085","5095000","5095000",,"자료 없음"
"054780","키이스트","54035478750","2750","19649265","19657793","8528","2025-09"
"256940","킵스파마","171668156850","8550","20078147","20078147","0","2025-09"
"219130","타이거일렉","201110136500","31850","6314290","6314290","0","2025-09"
"336680","탑런토탈솔루션","166172893710","4245","39145558","39145558","0","2025-09"
"360070","탑머티리얼","168512238600","21050","8005332","8145043","139711","2025-09"
"065130","탑엔지니어링","50152713840","3460","14495004","16004000","1508996","2025-09"
"134580","탑코미디어","93294391458","1902","49050679","49294149","243470","2025-09"
"014580","태경비케이","133088457500","4825","27583100","27583100","0","2025-09"
"015890","태경산업","148774337500","5090","29228750","29228750","0","2025-09"
"006890","태경케미컬","91804581900","8100","11333899","11600000","266101","2025-09"
"023160","태광","798004415700","30850","25867242","26500000","632758","2025-09"
"003240","태광산업","923269207000","1097000","841631","1113400","271769","2025-09"
"011280","태림포장","155576413460","2260","68839121","70805940","1966819","2025-09"
"323280","태성","2192626964000","71800","30537980","30537980","0","2025-09"
"053620","태양","54851503590","6890","7961031","8600000","638969","2025-09"
"004100","태양금속","94702036000","2600","36423860","36700000","276140","2025-09"
"009410","태영건설","527915307472","1774","297584728","297590078","5350","2025-09"
"044490","태웅","728268668400","36400","20007381","20007381","0","2025-09"
"124560","태웅로직스","112482503455","2905","38720311","38720811","500","2025-09"
"001420","태원물산","22035986535","3005","7333107","7600000","266893","2025-09"
"191420","테고사이언스","114894222100","14350","8006566","8108834","102268","2025-09"
"073640","테라사이언스","66635118894","654","101888561","106378770","4490209","2025-09"
"066700","테라젠이텍스","103263545800","2815","36683320","37152376","469056","2025-09"
"095610","테스","1264415400000","73800","17133000","19360000","2227000","2025-09"
"055490","테이팩스","78460742500","16450","4769650","4769650","0","2025-09"
"064520","테크엘","44087714906","1973","22345522","22351062","5540","2025-09"
"089030","테크윙","1632033827700","46050","35440474","37053645","1613171","2025-09"
"054450","텔레칩스","217729116000","14750","14761296","15144233","382937","2025-09"
"078000","텔코웨어","83863408720","16240","5164003","9240077","4076074","2025-09"
"200230","텔콘RF제약","56249981685","821","68513985","68523533","9548","2025-09"
"214420","토니모리","217514124100","9100","23902651","24054799","152148","2025-09"
"393210","토마토시스템","80285975100","5220","15380455","15614544","234089","2025-09"
"475960","토모큐브","766861600200","57300","13383274","13383274","0","2025-09"
"215480","토박스코리아","18525653200","2050","9036904","9180000","143096","2025-09"
"051360","토비스","226403268960","16140","14027464","15047261","1019797","2025-09"
"045340","토탈소프트","59991860400","7010","8558040","8558040","0","2025-09"
"108230","톱텍","175983890040","4830","36435588","38023245","1587657","2025-09"
"079970","투비소프트","7627616344","596","12798014","12829234","31220","2025-09"
"199800","툴젠","477248409900","53100","8987729","8990229","2500","2025-09"
"417790","트루엔","82080710320","8260","9937132","10468391","531259","2025-09"
"290090","트윔","48295186290","6890","7009461","7440268","430807","2025-09"
"026150","특수건설","124929876720","7120","17546331","17546331","0","2025-09"
"464280","티디에스팜","51827300000","9800","5288500","5530000","241500","2025-09"
"117730","티로보틱스","516885196200","23300","22183914","22183914","0","2025-09"
"033830","티비씨","62771671600","664","94535650","100000000","5464350","2025-09"
"057680","티사이언티픽","49731453698","698","71248501","71248501","0","2025-09"
"204610","티쓰리","98614303788","1911","51603508","58691720","7088212","2025-09"
"125020","티씨머티리얼즈","195156290520","5570","35037036","35038550","1514","2025-09"
"064760","티씨케이","2286673816000","213500","10710416","11179416","469000","2025-09"
"246710","티앤알바이오팹","143182834480","3010","47569048","47569048","0","2025-09"
"340570","티앤엘","441148055600","54800","8050147","8128000","77853","2025-09"
"043220","티에스넥스젠","27227331360","1710","15922416","15922416","0","2025-09"
"277880","티에스아이","115935561270","5790","20023413","20206248","182835","2025-09"
"131290","티에스이","979325216000","90800","10785520","11061429","275909","2025-09"
"019180","티에이치엔","143460000000","7970","18000000","18000000","0","2025-09"
"425420","티에프이","520385221200","44850","11602792","11960710","357918","2025-09"
"484810","티엑스알로보틱스","288005055600","18640","15450915","15450915","0","2025-09"
"131100","티엔엔터테인먼트","45944828625","1425","32241985","32246724","4739","2025-09"
"356860","티엘비","600858534000","61800","9722630","9832630","110000","2025-09"
"217590","티엠씨","401168846250","16650","24094225","24094225",,"자료 없음"
"363280","티와이홀딩스","107072547750","2650","40404735","50429268","10024533","2025-09"
"321550","티움바이오","178831877100","6150","29078354","29078354","0","2025-09"
"091810","티웨이항공","452629610764","1348","335778643","335984035","205392","2025-09"
"004870","티웨이홀딩스","48999572505","433","113162985","113163494","509","2025-09"
"425040","티이엠씨","208215238860","9930","20968302","21329082","360780","2025-09"
"241790","티이엠씨씨엔에스","74502061790","7670","9713437","10002634","289197","2025-09"
"022220","티케이지애강","31024952821","599","51794579","51794579","0","2025-09"
"104480","티케이케미칼","184063253850","2025","90895434","90895434","0","2025-09"
"081150","티플랙스","72200595375","3175","22740345","24268402","1528057","2025-09"
"130740","티피씨글로벌","23681025900","2100","11276679","11276679","0","2025-09"
"084730","팅크웨어","102170725300","9940","10278745","11109424","830679","2025-09"
"440110","파두","2529960601600","51200","49413293","49493293","80000","2025-09"
"034230","파라다이스","1785721976400","20400","87535391","92405559","4870168","2025-09"
"288330","파라택시스코리아","80723437997","761","106075477","106078771","3294","2025-09"
"033540","파라텍","50519687850","1350","37421991","37751063","329072","2025-09"
"388870","파로스아이바이오","107710154240","8320","12945932","12945932","0","2025-09"
"043200","파루","40956877360","980","41792732","41804315","11583","2025-09"
"214450","파마리서치","3625987152000","349000","10389648","10389648","0","2025-09"
"005690","파미셀","1027268719680","17120","60004014","60016964","12950","2025-09"
"177830","파버나인","32045428140","2820","11363627","13493951","2130324","2025-09"
"037070","파세코","166368301050","8330","19972185","20000000","27815","2025-09"
"150900","파수","44894350865","3965","11322661","11703922","381261","2025-09"
"037030","파워넷","74575083600","2960","25194285","25199918","5633","2025-09"
"047310","파워로직스","228085003650","6230","36610755","36610755","0","2025-09"
"368770","파이버프로","471419637750","14390","32760225","32854225","94000","2025-09"
"170790","파이오링크","52496687640","8740","6006486","6397335","390849","2025-09"
"049120","파인디앤씨","31751983081","599","53008319","53008319","0","2025-09"
"038950","파인디지털","24520849470","2990","8200953","10210765","2009812","2025-09"
"387570","파인메딕스","38664448000","7120","5430400","5625900","195500","2025-09"
"441270","파인엠텍","416894618530","10270","40593439","40608587","15148","2025-09"
"106240","파인테크닉스","41794929120","1860","22470392","22521587","51195","2025-09"
"131760","파인텍","27448760456","632","43431583","43431583","0","2025-09"
"065690","파커스","18276385587","1371","13330697","14049331","718634","2025-09"
"140860","파크시스템스","1946322000000","280000","6951150","6996477","45327","2025-09"
"091700","파트론","374631843840","7890","47481856","55000000","7518144","2025-09"
"032800","판타지오","17226911702","377","45694726","45957058","262332","2025-09"
"318010","팜스빌","26855210050","3475","7728118","7929338","201220","2025-09"
"036580","팜스코","141476097440","4040","35018836","36727943","1709107","2025-09"
"027710","팜스토리","133607531288","1208","110602261","111416600","814339","2025-09"
"004720","팜젠사이언스","89512938320","4085","21912592","21954502","41910","2025-09"
"225590","패션플랫폼","22662090570","885","25606882","26636713","1029831","2025-09"
"054300","팬스타엔터프라이즈","92880526770","810","114667317","115741890","1074573","2025-09"
"068050","팬엔터테인먼트","46241869590","1710","27042029","27694076","652047","2025-09"
"028670","팬오션","2859946889200","5350","534569512","534569512","0","2025-09"
"222110","팬젠","70169824400","5200","13494197","13494197","0","2025-09"
"271830","팸텍","47242595400","1650","28631876","29490202","858326","2025-09"
"010820","퍼스텍","326557304640","6720","48594837","48771938","177101","2025-09"
"016800","퍼시스","376750879200","42100","8948952","11500000","2551048","2025-09"
"263750","펄어비스","3230660966000","52600","61419410","64247855","2828445","2025-09"
"251970","펌텍코리아","706708002000","57000","12398386","12400000","1614","2025-09"
"0015S0","페스카로","216445152000","22400","9662730","9662730",,"자료 없음"
"001020","페이퍼코리아","114047669962","641","177921482","177983313","61831","2025-09"
"168360","펨트론","434231999600","20650","21028184","21288284","260100","2025-09"
"087010","펩트론","6403553669500","275500","23243389","23317350","73961","2025-09"
"090080","평화산업","52706168640","960","54902259","54902259","0","2025-09"
"010770","평화홀딩스","56620561535","3935","14388961","14625466","236505","2025-09"
"064800","포니링크","101973770440","809","126049160","127807298","1758138","2025-09"
"119500","포메탈","62079495680","5240","11847232","11847232","0","2025-09"
"389140","포바이포","176088529900","12340","14269735","14269735","0","2025-09"
"105760","포스뱅크","57270538810","5630","10172387","10172387","0","2025-09"
"022100","포스코DX","5845166981500","38500","151822519","152034729","212210","2025-09"
"058430","포스코스틸리온","274968081000","45900","5990590","6000000","9410","2025-09"
"009520","포스코엠텍","849447003600","20400","41639559","41642703","3144","2025-09"
"047050","포스코인터내셔널","12834469871100","75300","170444487","175922788","5478301","2025-09"
"003670","포스코퓨처엠","20724460872000","233000","88946184","88946220","36","2025-09"
"189690","포시에스","53133055430","2015","26368762","27321969","953207","2025-09"
"318020","포인트모바일","46084885100","3925","11741372","12301272","559900","2025-09"
"256630","포인트엔지니어링","57208274432","1006","56867072","57997072","1130000","2025-09"
"331380","포커스에이아이","86494159425","2845","30402165","31443471","1041306","2025-09"
"208710","포톤","28591262490","2170","13175697","13180132","4435","2025-09"
"472850","폰드그룹","356894915200","6200","57563696","57571652","7956","2025-09"
"039980","폴라리스AI","116767491318","1623","71945466","72778776","833310","2025-09"
"041910","폴라리스AI파마","87802943500","6610","13283350","13501607","218257","2025-09"
"234100","폴라리스세원","84035092961","1187","70796203","70796203","0","2025-09"
"041020","폴라리스오피스","221838135745","4465","49683793","49725498","41705","2025-09"
"114630","폴라리스우노","46107793185","535","86182791","87947548","1764757","2025-09"
"290720","푸드나무","77669092300","2260","34366855","34366855","0","2025-09"
"005670","푸드웰","59680866810","6330","9428257","10000000","571743","2025-09"
"094940","푸른기술","86163006700","10900","7904863","8361386","456523","2025-09"
"007330","푸른저축은행","158077438800","13490","11718120","15082800","3364680","2025-09"
"017810","풀무원","495476522090","13430","36893263","38120542","1227279","2025-09"
"093380","풍강","26751139380","2790","9588222","9879313","291091","2025-05"
"023900","풍국주정","119448000000","9480","12600000","12600000","0","2025-09"
"103140","풍산","3149336253400","115300","27314278","28024278","710000","2025-09"
"005810","풍산홀딩스","564256269300","41100","13728863","14417292","688429","2025-09"
"371950","풍원정밀","382543810240","16880","22662548","22662548","0","2025-09"
"370090","퓨런티어","117485275900","13730","8556830","8556830","0","2025-09"
"445180","퓨릿","162953502240","9480","17189188","17189188","0","2025-09"
"220100","퓨쳐켐","529163754800","23600","22422193","22427420","5227","2025-09"
"035200","프럼파스트","29352636000","3600","8153510","9730590","1577080","2025-09"
"334970","프레스티지바이오로직스","221983778635","2855","77752637","77752637","0","2025-09"
"227100","프로브잇","14770119384","612","24134182","24134182","0","2025-03"
"321260","프로이천","45871932150","1683","27256050","28192084","936034","2025-09"
"053610","프로텍","533700000000","59300","9000000","11000000","2000000","2025-09"
"468530","프로티나","737320952000","67400","10939480","10939480","0","2025-09"
"303360","프로티아","69021872400","5360","12877215","12877215","0","2025-09"
"377220","프롬바이오","38020330000","1343","28310000","28310000","0","2025-09"
"335810","프리시젼바이오","48486087000","2700","17957810","17957810","0","2025-09"
"053160","프리엠스","36553044880","6820","5359684","6000000","640316","2025-09"
"405000","플라즈맵","20719843200","5400","3837008","3838444","1436","2025-09"
"041590","플래스크","116052491520","2370","48967296","48972158","4862","2025-09"
"367000","플래티어","30629336220","3780","8102999","8388207","285208","2025-09"
"075130","플랜티넷","37875518190","2430","15586633","16622320","1035687","2025-09"
"009810","플레이그램","36684405080","1208","30367885","30377500","9615","2025-09"
"237820","플레이디","55605651900","4335","12827140","12827140","0","2025-09"
"023770","플레이위드","24647593725","2755","8946495","8946495","0","2025-09"
"019570","플루토스","29794521432","444","67104778","67110042","5264","2025-09"
"300080","플리토","221668206930","13430","16505451","16505451","0","2025-09"
"033790","피노","409541445630","6030","67917321","68037321","120000","2025-09"
"032580","피델릭스","38909416475","1175","33114397","33132064","17667","2025-09"
"051380","피씨디렉트","27222066363","1891","14395593","15340072","944479","2025-09"
"241820","피씨엘","16803871920","6040","2782098","2782098","0","2025-09"
"452450","피아이이","209889225000","5850","35878500","35878500","0","2025-09"
"237750","피앤씨테크","31638442000","4870","6496600","6496600","0","2025-09"
"460940","피앤에스로보틱스","125264286000","9450","13255480","13255480","0","2025-09"
"319660","피에스케이","1755382868400","60600","28966714","28966714","0","2025-09"
"031980","피에스케이홀딩스","1953552987000","90600","21562395","21562395","0","2025-09"
"002230","피에스텍","196406304800","11600","16931578","19273820","2342242","2025-09"
"043370","피에이치에이","266628357450","13650","19533213","21000000","1466787","2025-09"
"239890","피엔에이치테크","51566568450","5190","9935755","9935755","0","2025-09"
"347740","피엔케이피부임상연구센타","71049205860","2460","28881791","30010576","1128785","2025-09"
"137400","피엔티","1234426827400","53300","23159978","23690728","530750","2025-09"
"257370","피엔티엠에스","46437863220","3780","12285149","12504861","219712","2025-09"
"147760","피엠티","48743496330","4505","10819866","10819866","0","2025-09"
"128660","피제이메탈","79618814490","3210","24803369","24803369","0","2025-09"
"006140","피제이전자","112825350000","7590","14865000","15000000","135000","2025-09"
"376180","피코그램","51797236590","2805","18466038","18561038","95000","2025-09"
"304840","피플바이오","17042224325","805","21170465","21228311","57846","2025-09"
"087600","픽셀플러스","43780945010","6710","6524731","8166558","1641827","2025-09"
"291810","핀텔","26034350480","2290","11368712","11368712","0","2025-09"
"378340","필에너지","335464845660","15630","21462882","21462882","0","2025-09"
"161580","필옵틱스","1147904740350","49050","23402747","23402747","0","2025-09"
"347770","핌스","23862751848","1044","22857042","22857042","0","2025-09"
"163730","핑거","106829022300","11550","9249266","9406568","157302","2025-09"
"417180","핑거스토리","30638271978","1746","17547693","17548623","930","2025-09"
"469880","하나30호스팩","15267450000","2090","7305000","7305000","0","2025-09"
"469900","하나31호스팩","11714450000","2090","5605000","5605000","0","2025-09"
"475240","하나32호스팩","6800000000","2125","3200000","3200000","0","2025-09"
"475250","하나33호스팩","7844000000","2120","3700000","3700000","0","2025-09"
"484130","하나34호스팩","9401600000","2080","4520000","4520000","0","2025-09"
"0041L0","하나35호스팩","12240900000","2030","6030000","6030000","0","2025-09"
"0101C0","하나36호스팩","15634800000","2020","7740000","7740000",,"자료 없음"
"086790","하나금융지주","35974337378200","131300","273985814","278325814","4340000","2025-09"
"299030","하나기술","239047809000","29900","7994910","7994910","0","2025-09"
"067310","하나마이크론","2314526192350","34850","66413951","66413951","0","2025-09"
"166090","하나머티리얼즈","1188230243200","61600","19289452","19777674","488222","2025-09"
"293480","하나제약","186142469360","10760","17299486","17772946","473460","2025-09"
"039130","하나투어","765977137400","49450","15489932","15489932","0","2025-09"
"136480","하림","347232085140","3270","106187182","106209702","22520","2025-09"
"003380","하림지주","1620371275460","16660","97261181","112005621","14744440","2025-09"
"450330","하스","56243611410","6870","8186843","8186843","0","2025-09"
"101670","하이드로리튬","119644431805","2165","55263017","56498284","1235267","2025-09"
"365590","하이딥","99948089780","3245","30800644","30956622","155978","2025-09"
"149980","하이로닉","87543144140","5090","17199046","21194363","3995317","2025-09"
"013030","하이록코리아","443659028800","37700","11768144","11768144","0","2025-09"
"352820","하이브","17105402490500","398500","42924473","43039485","115012","2025-09"
"126700","하이비젼시스템","235139072040","18360","12807139","14942112","2134973","2025-09"
"071090","하이스틸","80330532980","3980","20183551","20191471","7920","2025-09"
"160190","하이젠알앤엠","1879651200000","67400","27888000","30888000","3000000","2025-09"
"221840","하이즈항공","51146034335","2735","18700561","18700561","0","2025-09"
"106190","하이텍팜","171929109660","16170","10632598","10633173","575","2025-09"
"000080","하이트진로","1235003191730","17990","68649427","70133611","1484184","2025-09"
"000140","하이트진로홀딩스","209390759200","9800","21366404","23206765","1840361","2025-09"
"065650","하이퍼코퍼레이션","22610660683","1699","13308217","13335216","26999","2025-09"
"066130","하츠","53873151735","4485","12011851","12800000","788149","2025-09"
"004590","한국가구","78300000000","5220","15000000","15000000","0","2025-09"
"036460","한국가스공사","3979759790400","45600","87275434","92313000","5037566","2025-09"
"039340","한국경제TV","96121673760","5860","16403016","22500000","6096984","2025-09"
"005430","한국공항","210404916800","68800","3058211","3166355","108144","2025-09"
"071050","한국금융지주","15426015052500","292500","52738513","55725992","2987479","2025-09"
"034950","한국기업평가","508093206900","113900","4460871","4540514","79643","2025-09"
"010040","한국내화","74595099710","2105","35437102","41067062","5629960","2025-09"
"025540","한국단자","770763000000","76200","10115000","10115000","0","2025-09"
"222980","한국맥널티","32202426100","3020","10663055","11031483","368428","2025-09"
"010100","한국무브넥스","166563797400","5470","30450420","30450420","0","2025-09"
"256840","한국비엔씨","322139913060","4710","68394886","68394886","0","2025-09"
"219750","한국비티비","56574157250","865","65403650","65426885","23235","2025-09"
"004090","한국석유","238179914640","18840","12642246","12694120","51874","2025-09"
"025550","한국선재","84141665750","3485","24143950","25514004","1370054","2025-09"
"002200","한국수출포장","116204400785","3245","35810293","40000000","4189707","2025-09"
"002960","한국쉘석유","613600000000","472000","1300000","1300000","0","2025-09"
"017890","한국알콜","258368805640","12760","20248339","21273506","1025167","2025-09"
"000240","한국앤컴퍼니","3281983689600","34650","94718144","94935240","217096","2025-09"
"080720","한국유니온제약","19700373875","2725","7229495","7912828","683333","2025-09"
"123890","한국자산신탁","364041988625","2975","122367055","122373926","6871","2025-09"
"015760","한국전력","40443736851000","63000","641964077","641964077","0","2025-09"
"041460","한국전자인증","77619541615","4235","18328109","19000000","671891","2025-09"
"006200","한국전자홀딩스","28988741307","661","43855887","46803136","2947249","2025-09"
"101680","한국정밀기계","23695808580","2820","8402769","8404000","1231","2025-09"
"039740","한국정보공학","25578686430","3190","8018397","8018397","0","2025-09"
